"SMILES","CASRN","EXTERNALID","N","NAME","ARTICLEID","PUBMEDID","PAGE","TABLE","logBB","UNIT {logBB}","logBB {measured, converted}","UNIT {logBB}","Tissue","Dataset","Species","VOC","Drug_Class","DataSetName","comment (chemical)"
"FC(F)(F)C(Cl)Br","-","-","55","Halothane","A1997","18415049","-","-","0.35","Log unit","0.8059","ln unit","","Train","","","","Xu",""
"FS(F)(F)(F)(F)F","-","-","56","Sulphur Hexafluoride","A1997","18415049","-","-","0.36","Log unit","0.8289","ln unit","","Train","","","","Xu",""
"C1=CC=CC=C1","-","-","57","Benzene","A1997","18415049","-","-","0.37","Log unit","0.852","ln unit","","Train","","","","Xu",""
"C1(=C(C(=C(C(=C1[H])[H])[H])[H])[H])C([H])([H])[H]","-","-","58","Toluene","A1997","18415049","-","-","0.37","Log unit","0.852","ln unit","","Train","","","","Xu",""
"OCCOCCN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=C(Cl)C=C3","-","-","59","Hydroxyzine","A1997","18415049","-","-","0.39","Log unit","0.898","ln unit","","Train","","","","Xu",""
"CC(Cl)(Cl)Cl","-","-","60","1,1,1-Trichloroethane","A1997","18415049","-","-","0.4","Log unit","0.921","ln unit","","Train","","","","Xu",""
"FC(F)OC(Cl)C(F)(F)F","-","-","61","Isoflurane","A1997","18415049","-","-","0.42","Log unit","0.9671","ln unit","","Train","","","","Xu",""
"C(CNC1=NC=CS1)COC2=CC(CN3CCCCC3)=CC=C2","-","-","62","BBcpd24 (ranitidine analog)","A1997","18415049","-","-","0.44","Log unit","1.013","ln unit","","Train","","","","Xu",""
"COC1=CC=C(CN(CCN(C)C)C2=CC=CC=N2)C=C1","-","-","63","Mepyramine","A1997","18415049","-","-","0.49","Log unit","1.128","ln unit","","Train","","","","Xu",""
"C(CNC1=CC=CC=N1)COC2=CC(CN3CCCCC3)=CC=C2","-","-","64","BBcpd23 (ranitidine analog)","A1997","18415049","-","-","0.69","Log unit","1.589","ln unit","","Train","","","","Xu",""
"CCCCC","-","-","65","Pentane","A1997","18415049","-","-","0.76","Log unit","1.75","ln unit","","Train","","","","Xu",""
"CCCCCC","-","-","66","Hexane","A1997","18415049","-","-","0.8","Log unit","1.842","ln unit","","Train","","","","Xu",""
"CCCCCCC","-","-","67","Heptane","A1997","18415049","-","-","0.81","Log unit","1.865","ln unit","","Train","","","","Xu",""
"CN(CCC=C1C2=C(CCC3=C1C=CC=C3)C=CC=C2)C","-","-","68","amitryptalline","A1997","18415049","-","","0.83","Log unit","1.911","ln unit","","Train","","","","Xu",""
"CCCC(C)CC","-","-","69","3-Methylhexane","A1997","18415049","-","-","0.9","Log unit","2.072","ln unit","","Train","","","","Xu",""
"CC1CCCC1","-","-","70","Methyl cyclopentane","A1997","18415049","-","-","0.93","Log unit","2.141","ln unit","","Train","","","","Xu",""
"CCCC(C)C","-","-","71","2-methylpentane","A1997","18415049","-","-","0.97","Log unit","2.234","ln unit","","Train","","","","Xu",""
"CN1CCC2(C)C1N(C)C3=CC=C(OC(=O)NC4=CC=CC=C4)C=C23","-","-","72","Phenserine","A1997","18415049","-","-","1.0","Log unit","2.303","ln unit","","Train","","","","Xu",""
"CC(C)(C)OC(=O)CCCC1=CC=C(N(CCCl)CCCl)C=C1","-","-","73","tert butyl chlorambucil","A1997","18415049","-","","1.0","Log unit","2.303","ln unit","","Train","","","","Xu",""
"CCC(C)CC","-","-","74","3-Methyl pentane","A1997","18415049","-","-","1.01","Log unit","2.326","ln unit","","Train","","","","Xu",""
"CCC(C)(C)C","-","-","75","2,2-dimethyl butane","A1997","18415049","-","-","1.04","Log unit","2.395","ln unit","","Train","","","","Xu",""
"CN(C)CCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2","-","-","76","Imipramine","A1997","18415049","-","-","1.07","Log unit","2.464","ln unit","","Train","","","","Xu",""
"CNCCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2","-","-","77","Desipramine","A1997","18415049","-","-","1.2","Log unit","2.763","ln unit","","Train","","","","Xu",""
"FC(F)(F)C=1C=C2C(SC=3C=CC=CC3N2CCCN4CCN(C)CC4)=CC1","-","-","78","Trifluoroperazine","A1997","18415049","-","","1.44","Log unit","3.316","ln unit","","Train","","","","Xu",""
"COC1=C(CCCCNC2=NC(=O)C(CC3=CC=C(C)N=C3)=CN2)N=CC=C1","-","-","1","icotidine","A1997","18415049","-","-","-2.0","Log unit","-4.605","ln unit","","Train","","","","Xu",""
"CC1=CC=C(CC2=CNC(NCCCCC3=NC=C(Br)C=C3C)=NC2=O)C=N1","-","-","2","temelastine","A1997","18415049","-","-","-1.88","Log unit","-4.329","ln unit","","Train","","","","Xu",""
"CC(=O)NC1=CC(=CC=C1)C2=CSC(N=C(N)N)=N2","-","-","3","BBcpd16 (guanidinothiazole der.)","A1997","18415049","-","-","-1.57","Log unit","-3.615","ln unit","","Train","","","","Xu",""
"CNC(NC1=CC(=CC=C1)C2=CSC(N=C(N)N)=N2)=NC#N","-","-","4","BBcpd58 (guanidinothiazole der.)","A1997","18415049","-","-","-1.54","Log unit","-3.546","ln unit","","Train","","","","Xu",""
"CN(C)CC1=CC=C(CSCCNC2=NC(=O)C(CC3=CC4=C(C=CC=C4)C=C3)=CN2)O1","-","-","5","SK&F 93319","A1997","18415049","-","-","-1.3","Log unit","-2.993","ln unit","","Train","","","","Xu",""
"OCC1CCC(O1)N2C=NC3=C2N=CNC3=O","-","-","6","Didanosine","A1997","18415049","-","-","-1.3","Log unit","-2.993","ln unit","","Train","","","","Xu",""
"CN(C)C1=CC(C2=NNC(N)=N2)=CC=N1","-","-","7","BBCPD10","A1997","18415049","-","-","-1.17","Log unit","-2.694","ln unit","","Train","","","","Xu",""
"NC(N)=NC1=NC(=CS1)C2=CC=CC(N)=C2","-","-","8","BBcpd57 (guanidinothiazole der. )","A1997","18415049","-","-","-1.15","Log unit","-2.648","ln unit","","Train","","","","Xu",""
"CN(CC1=CC=C(SCCNC2=C(C=CN2)N(=O)=O)O1)C","-","-","9","BBcpd17 (ranitidine analog)","A1997","18415049","-","-","-1.12","Log unit","-2.579","ln unit","","Train","","","","Xu",""
"OC(C1=CC=CC=C1O)=O","-","-","10","Salicylic acid","A1997","18415049","-","-","-1.1","Log unit","-2.533","ln unit","","Train","","","","Xu",""
"S(CC=1OC(C(N)(C)C)=CC1)CCNC=2NC(=O)C(CC=3C=CC(=NC3)C)=CN2","-","-","11","Lupitidine","A1997","18415049","-","-","-1.06","Log unit","-2.441","ln unit","","Train","","","","Xu",""
"CNC(NCCSCC1=CSC(N=C(N)N)=N1)=NC#N","-","-","12","Tiotidine","A1997","18415049","-","-","-0.82","Log unit","-1.888","ln unit","","Train","","","","Xu",""
"CN(CC1=CC=C(SCCNC2=C(C(CC3=CC=CC=C3)=CN2)N(=O)=O)O1)C","-","-","13","BBcpd60 (ranitidine analog)","A1997","18415049","-","-","-0.73","Log unit","-1.681","ln unit","","Train","","","","Xu",""
"CC1=CN(C2CC(N=[N+]=[N-])C(CO)O2)C(=O)NC1=O","-","-","14","Zidovudine","A1997","18415049","-","-","-0.72","Log unit","-1.658","ln unit","","Train","","","","Xu",""
"[O-]C(=O)C1=C(NCCSCC2=C(Br)C=CC=N2)NC=C1","-","-","15","BBcpd12 (cimetidine derivative)","A1997","18415049","-","-","-0.67","Log unit","-1.543","ln unit","","Train","","","","Xu",""
"[O-][N+](=O)C1=C(NCCSCC2=NC=CC=C2)NC=C1","-","-","16","BBCPD13","A1997","18415049","-","-","-0.66","Log unit","-1.52","ln unit","","Train","","","","Xu",""
"CC(=O)OC1=CC=CC=C1C(O)=O","-","-","17","Acetylsalicylic acid","A1997","18415049","-","-","-0.5","Log unit","-1.151","ln unit","","Train","","","","Xu",""
"CC(=O)NCCCOC1=CC(CN2CCCCC2)=CC=C1","-","-","18","BBCPD20","A1997","18415049","-","-","-0.46","Log unit","-1.059","ln unit","","Train","","","","Xu",""
"NCCC1=NC(=CS1)C2=CC=CC=C2","-","-","19","Y-G19","A1997","18415049","-","-","-0.43","Log unit","-0.9901","ln unit","","Train","","","","Xu",""
"CNCCC1=CC=CC=N1","-","-","20","Y-G14","A1997","18415049","-","-","-0.42","Log unit","-0.9671","ln unit","","Train","","","","Xu",""
"CCCN(CCC)CCC1=CC=CC2=C1CC(=O)N2","-","-","21","SKF101468","A1997","18415049","-","-","-0.3","Log unit","-0.6908","ln unit","","Train","","","","Xu",""
"CN(C)CC1=CC(=NC=C1)C2=CC=CC(NC3=C(C=CN3)[N+]([O-])=O)=C2","-","-","22","BBCPD19","A1997","18415049","-","-","-0.28","Log unit","-0.6447","ln unit","","Train","","","","Xu",""
"CN(C)CC1=CC=C(O1)C2=CC=CC(NC3=C(C=CN3)[N+]([O-])=O)=C2","-","-","23","BBCPD18","A1997","18415049","-","-","-0.27","Log unit","-0.6217","ln unit","","Train","","","","Xu",""
"O=C(NCCCOC1=CC(CN2CCCCC2)=CC=C1)C3=CC=CC=C3","-","-","24","BBcpd21 (ranitidine analog)","A1997","18415049","-","-","-0.24","Log unit","-0.5526","ln unit","","Train","","","","Xu",""
"CCCC(CCC)C(O)=O","-","-","25","Valproic acid","A1997","18415049","-","-","-0.22","Log unit","-0.5066","ln unit","","Train","","","","Xu",""
"NC(N)=NC1=NC(=CS1)C2=CC=CC=C2","-","-","26","BBcpd15 (guanidinothiazole der. )","A1997","18415049","-","-","-0.18","Log unit","-0.4145","ln unit","","Train","","","","Xu",""
"CC(C)CO","-","-","27","2-Methyl propanol","A1997","18415049","-","-","-0.17","Log unit","-0.3914","ln unit","","Train","","","","Xu",""
"CCO","-","-","28","Ethanol","A1997","18415049","-","-","-0.16","Log unit","-0.3684","ln unit","","Train","","","","Xu",""
"CCCCCCC","-","-","1","Heptane","A1997","18415049","-","-","0.81","Log unit","1.865","ln unit","","Test","","","","Kitchen-100",""
"CCCCCC","-","-","2","Hexane","A1997","18415049","-","-","0.8","Log unit","1.842","ln unit","","Test","","","","Kitchen-100",""
"FC(F)OC(Cl)C(F)(F)F","-","-","3","Isoflurane","A1997","18415049","-","-","0.42","Log unit","0.9671","ln unit","","Test","","","","Kitchen-100",""
"CC1CCCC1","-","-","4","Methylcyclopentane","A1997","18415049","-","-","0.93","Log unit","2.141","ln unit","","Test","","","","Kitchen-100",""
"CCCCC","-","-","5","Pentane","A1997","18415049","-","-","0.76","Log unit","1.75","ln unit","","Test","","","","Kitchen-100",""
"CCCO","-","-","6","propanol","A1997","18415049","-","-","-0.16","Log unit","-0.3684","ln unit","","Test","","","","Kitchen-100",""
"CC(C)=O","-","-","7","propanone","A1997","18415049","-","-","-0.15","Log unit","-0.3454","ln unit","","Test","","","","Kitchen-100",""
"FC(Br)C(F)(F)F","-","-","8","Teflurane","A1997","18415049","-","-","0.27","Log unit","0.6217","ln unit","","Test","","","","Kitchen-100",""
"C1(=C(C(=C(C(=C1[H])[H])[H])[H])[H])C([H])([H])[H]","-","-","9","Toluene","A1997","18415049","-","-","0.37","Log unit","0.852","ln unit","","Test","","","","Kitchen-100",""
"ClC=C(Cl)Cl","-","-","10","Trichloroethene","A1997","18415049","-","-","0.34","Log unit","0.7829","ln unit","","Test","","","","Kitchen-100",""
"CC(=O)OC1=CC=CC=C1C(O)=O","-","-","11","Acetylsalicylic acid","A1997","18415049","-","-","-0.5","Log unit","-1.151","ln unit","","Test","","","","Kitchen-100",""
"CCCC(CCC)C(O)=O","-","-","12","Valproic acid","A1997","18415049","-","-","-0.22","Log unit","-0.5066","ln unit","","Test","","","","Kitchen-100",""
"OC(C1=CC=CC=C1O)=O","-","-","13","Salicyclic acid","A1997","18415049","-","-","-1.1","Log unit","-2.533","ln unit","","Test","","","","Kitchen-100",""
"CC(NC1=CC=C(O)C=C1)=O","-","-","14","p-Acetamidophenol","A1997","18415049","-","-","-0.31","Log unit","-0.7138","ln unit","","Test","","","","Kitchen-100",""
"OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl","-","-","15","Chlorambucil","A1997","18415049","-","-","-1.7","Log unit","-3.914","ln unit","","Test","","","","Kitchen-100",""
"NCCC1=NC(=CS1)C2=CC=CC=C2","-","-","16","-","A1997","18415049","-","-","-1.3","Log unit","-2.993","ln unit","","Test","","","","Kitchen-100",""
"NCCC1=CN2C=CC=CC2=N1","-","-","17","-","A1997","18415049","-","-","-1.4","Log unit","-3.224","ln unit","","Test","","","","Kitchen-100",""
"CCCN(CCC)CCC1=C2CC(=O)NC2=C(O)C=C1","-","-","18","-","A1997","18415049","-","","-0.43","Log unit","-0.9901","ln unit","","Test","","","","Kitchen-100",""
"CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1","-","-","19","-","A1997","18415049","-","","0.25","Log unit","0.5756","ln unit","","Test","","","","Kitchen-100",""
"CNCCC1=CC=CC=N1","-","-","20","-","A1997","18415049","-","-","-0.3","Log unit","-0.6908","ln unit","","Test","","","","Kitchen-100",""
"CN(CCC1=CC=CC=N1)C","-","-","21","-","A1997","18415049","-","-","-0.06","Log unit","-0.1382","ln unit","","Test","","","","Kitchen-100",""
"NCCC1=NC=CS1","-","-","22","-","A1997","18415049","-","-","-0.42","Log unit","-0.9671","ln unit","","Test","","","","Kitchen-100",""
"S=C(NC1CCCCC1)N2CCC(CC2)C3=CNC=N3","-","-","23","-","A1997","18415049","-","-","-0.16","Log unit","-0.3684","ln unit","","Test","","","","Kitchen-100",""
"NC(=O)N1C2=CC=CC=C2CCC3=CC=CC=C13","-","-","24","-","A1997","18415049","-","-","0.0","Log unit","0.0","ln unit","","Test","","","","Kitchen-100",""
"NC(=O)N1C2=CC=CC=C2C3OC3C4=CC=CC=C14","-","-","25","-","A1997","18415049","-","-","-0.34","Log unit","-0.7829","ln unit","","Test","","","","Kitchen-100",""
"CC(C)C1=NC(=NO1)C2=C3CN(C)C(=O)C4=C(Cl)C=CC=C4N3C=N2","-","-","26","-","A1997","18415049","-","-","-0.3","Log unit","-0.6908","ln unit","","Test","","","","Kitchen-100",""
"CN1CC2=C(N=CN2C3=CC=CC(Cl)=C3C1=O)C4=NOC(=N4)C(C)(C)O","-","-","27","-","A1997","18415049","-","-","-1.34","Log unit","-3.085","ln unit","","Test","","","","Kitchen-100",""
"CN1CC2=C(N=CN2C3=CC=CC(Cl)=C3C1=O)C4=NOC(=N4)C(C)(O)CO","-","-","28","-","A1997","18415049","-","-","-1.82","Log unit","-4.191","ln unit","","Test","","","","Kitchen-100",""
"CN(C)C1=CC(C2=NNC(N)=N2)=CC=N1","-","-","29","-","A1997","18415049","-","-","0.89","Log unit","2.049","ln unit","","Test","","","","Kitchen-100",""
"CN1C2=C(NC=N2)C(=O)N(C)C1=O","-","-","30","Theophylline","A1997","18415049","-","-","-0.29","Log unit","-0.6677","ln unit","","Test","","","","Kitchen-100",""
"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","-","-","31","Caffeine","A1997","18415049","-","-","-0.06","Log unit","-0.1382","ln unit","","Test","","","","Kitchen-100",""
"CC(C)CC1=CC=C(C=C1)C(C)C(O)=O","-","-","32","Ibuprofen","A1997","18415049","-","-","-0.18","Log unit","-0.4145","ln unit","","Test","","","","Kitchen-100",""
"COC1=C2OC3C(O)C=CC4C5CC(C=C1)=C2C34CCN5C","-","-","33","Codeine","A1997","18415049","-","-","0.55","Log unit","1.266","ln unit","","Test","","","","Kitchen-100",""
"CCCC(C)C1(CC)C(=O)NC(=O)NC1=O","-","-","34","pentobarbital","A1997","18415049","-","-","0.12","Log unit","0.2763","ln unit","","Test","","","","Kitchen-100",""
"CC1=NN=C2CN=C(C3=CC=CC=C3)C4=CC(Cl)=CC=C4N12","-","-","35","Alprazolam","A1997","18415049","-","-","0.04","Log unit","0.0921","ln unit","","Test","","","","Kitchen-100",""
"COC1=CC2=C(C=C1)N(C(=O)C3=CC=C(Cl)C=C3)C(C)=C2CC(O)=O","-","-","36","Indomethacin","A1997","18415049","-","-","-1.26","Log unit","-2.901","ln unit","","Test","","","","Kitchen-100",""
"OC1N=C(C2=CC(Cl)=CC=C2NC1=O)C3=CC=CC=C3","-","-","37","Oxazepam","A1997","18415049","-","-","0.61","Log unit","1.405","ln unit","","Test","","","","Kitchen-100",""
"OCCOCCN1CCN(C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl)CC1","-","-","38","Hydroxyzine","A1997","18415049","-","-","0.39","Log unit","0.898","ln unit","","Test","","","","Kitchen-100",""
"CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C13","-","-","39","Desipramine","A1997","18415049","-","-","1.2","Log unit","2.763","ln unit","","Test","","","","Kitchen-100",""
"CC1=NC=C2CN=C(C3=CC=CC=C3F)C4=C(C=CC(Cl)=C4)N12","-","-","40","Midazolam","A1997","18415049","-","-","0.36","Log unit","0.8289","ln unit","","Test","","","","Kitchen-100",""
"COC1=CC=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1OC","-","-","41","Verapamil","A1997","18415049","-","-","-0.7","Log unit","-1.612","ln unit","","Test","","","","Kitchen-100",""
"CN(CCCN1C2=CC=CC=C2SC3=CC=CC=C13)C","-","-","42","Promazine","A1997","18415049","-","-","1.23","Log unit","2.832","ln unit","","Test","","","","Kitchen-100",""
"CN(CCCN1C2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2)C","-","-","43","Chlorpromazine","A1997","18415049","-","-","1.06","Log unit","2.441","ln unit","","Test","","","","Kitchen-100",""
"CN1CCN(CCCN2C3=CC(=CC=C3SC4=C2C=CC=C4)C(F)(F)F)CC1","-","-","44","Trifluoroperazine","A1997","18415049","-","-","1.44","Log unit","3.316","ln unit","","Test","","","","Kitchen-100",""
"CSC1=CC=C2SC3=C(C=CC=C3)N(CCC4CCCCN4C)C2=C1","-","-","45","Thioridazine","A1997","18415049","-","-","0.24","Log unit","0.5526","ln unit","","Test","","","","Kitchen-100",""
"CN1CCC2(C)C1N(C)C3=C2C=C(OC(=O)NC4=CC=CC=C4)C=C3","-","-","46","Phenserine","A1997","18415049","-","-","1.0","Log unit","2.303","ln unit","","Test","","","","Kitchen-100",""
"OCC1CCC(O1)N2C=NC3=C2NC=NC3=O","-","-","47","Didanosine","A1997","18415049","-","-","-1.3","Log unit","-2.993","ln unit","","Test","","","","Kitchen-100",""
"CC1=CN(C2CC(N=N#N)C(CO)O2)C(=O)NC1=O","-","-","48","Zidovudine","A1997","18415049","-","-","-0.72","Log unit","-1.658","ln unit","","Test","","","","Kitchen-100",""
"CC1=CC=NC2=C1NC(=O)C3=C(N=CC=C3)N2C4CC4","-","-","49","Nevirapine","A1997","18415049","-","-","0.0","Log unit","0.0","ln unit","","Test","","","","Kitchen-100",""
"CCC(NC(=O)C1=C(C)C(=NC2=C1C=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4","-","-","50","SB-222200","A1997","18415049","-","-","0.3","Log unit","0.6908","ln unit","","Test","","","","Kitchen-100",""
"CN1N(C(=O)C=C1C)C2=CC=CC=C2","-","-","51","Antipyrine","A1997","18415049","-","-","-0.1","Log unit","-0.2303","ln unit","","Test","","","","Kitchen-100",""
"ClCCNC(=O)N(CCCl)N=O","-","-","52","BCNU","A1997","18415049","-","-","-0.52","Log unit","-1.197","ln unit","","Test","","","","Kitchen-100",""
"CNC(=O)OC1=CC=C2N(C)C3N(C)CCC3(C)C2=C1","-","-","53","physostigmine","A1997","18415049","-","-","0.08","Log unit","0.1842","ln unit","","Test","","","","Kitchen-100",""
"CC(C)(C)OC(=O)CCCC1=CC=C(N(CCCl)CCCl)C=C1","-","-","54","tert butyl chlorambucil","A1997","18415049","-","-","1.0","Log unit","2.303","ln unit","","Test","","","","Kitchen-100",""
"CNC(NCCSCC1=C(C)NC=N1)=NC#N","-","-","55","-","A1997","18415049","-","-","-1.42","Log unit","-3.27","ln unit","","Test","","","","Kitchen-100",""
"CC1=CSC(N=C(N)N)=N1","-","-","56","-","A1997","18415049","-","-","-0.04","Log unit","-0.0921","ln unit","","Test","","","","Kitchen-100",""
"CN(C)CC1=CC=C(CSCCNC2=NC(=O)C(CC3=CC4=C(C=CC=C4)C=C3)=CN2)O1","-","-","57","-","A1997","18415049","-","-","-1.06","Log unit","-2.441","ln unit","","Test","","","","Kitchen-100",""
"COC1=CC=C(CN(CCN(C)C)C2=CC=CC=N2)C=C1","-","-","58","-","A1997","18415049","-","-","0.49","Log unit","1.128","ln unit","","Test","","","","Kitchen-100",""
"CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C13","-","-","59","-","A1997","18415049","-","-","0.83","Log unit","1.911","ln unit","","Test","","","","Kitchen-100",""
"CNC(NCCSCC1=CSC(N=C(N)N)=N1)=NC#N","-","-","60","-","A1997","18415049","-","-","-0.82","Log unit","-1.888","ln unit","","Test","","","","Kitchen-100",""
"BrC1=CC=CN=C1CSCCNC2=C(N(=O)=O)C=CN2","-","-","61","-","A1997","18415049","-","-","-0.67","Log unit","-1.543","ln unit","","Test","","","","Kitchen-100",""
"O=N(C1=C(NCCSCC2=NC=CC=C2)NC=C1)=O","-","-","62","-","A1997","18415049","-","-","-0.66","Log unit","-1.52","ln unit","","Test","","","","Kitchen-100",""
"O=N(=O)C1=C(NCCSCC2=CC=CC=N2)NC=C1CC3=CC=CC=C3","-","-","63","-","A1997","18415049","-","-","-0.12","Log unit","-0.2763","ln unit","","Test","","","","Kitchen-100",""
"NC(=NC1=NC(=CS1)C2=CC=CC=C2)N","-","-","64","-","A1997","18415049","-","-","-0.18","Log unit","-0.4145","ln unit","","Test","","","","Kitchen-100",""
"NC(N)=NC1=NC(=CS1)C2=CC(N)=CC=C2","-","-","65","-","A1997","18415049","-","-","-1.15","Log unit","-2.648","ln unit","","Test","","","","Kitchen-100",""
"CC(=O)NC1=CC=CC(=C1)C2=CSC(N=C(N)N)=N2","-","-","66","-","A1997","18415049","-","-","-1.57","Log unit","-3.615","ln unit","","Test","","","","Kitchen-100",""
"CNC(NC1=CC=CC(=C1)C2=CSC(N=C(N)N)=N2)=NC#N","-","-","67","-","A1997","18415049","-","-","-1.54","Log unit","-3.546","ln unit","","Test","","","","Kitchen-100",""
"CN(C)CC1=CC=C(O1)C2=CC(NC3=C(N(=O)=O)C=CN3)=CC=C2","-","-","68","-","A1997","18415049","-","-","-0.27","Log unit","-0.6217","ln unit","","Test","","","","Kitchen-100",""
"CN(C)CC1=CC=NC(=C1)C2=CC(NC3=C(C=CN3)N(=O)=O)=CC=C2","-","-","69","-","A1997","18415049","-","-","-0.28","Log unit","-0.6447","ln unit","","Test","","","","Kitchen-100",""
"CC(=O)NCCCOC1=CC(CN2CCCCC2)=CC=C1","-","-","70","-","A1997","18415049","-","-","-0.46","Log unit","-1.059","ln unit","","Test","","","","Kitchen-100",""
"O=C(NCCCOC1=CC(CN2CCCCC2)=CC=C1)C3=CC=CC=C3","-","-","71","-","A1997","18415049","-","-","-0.24","Log unit","-0.5526","ln unit","","Test","","","","Kitchen-100",""
"CCCCOC1=CC(CN2CCCCC2)=CC=C1","-","-","72","-","A1997","18415049","-","-","-0.02","Log unit","-0.04605","ln unit","","Test","","","","Kitchen-100",""
"C(CNC1=CC=CC=N1)COC2=CC(CN3CCCCC3)=CC=C2","-","-","73","-","A1997","18415049","-","-","0.69","Log unit","1.589","ln unit","","Test","","","","Kitchen-100",""
"C(CNC1=NC=CS1)COC2=CC(CN3CCCCC3)=CC=C2","-","-","74","-","A1997","18415049","-","-","0.44","Log unit","1.013","ln unit","","Test","","","","Kitchen-100",""
"C(CNC1=NC2=C(S1)C=CC=C2)COC3=CC(CN4CCCCC4)=CC=C3","-","-","75","-","A1997","18415049","-","-","0.14","Log unit","0.3224","ln unit","","Test","","","","Kitchen-100",""
"C(CNC1=NC2=C(O1)C=CC=C2)COC3=CC(CN4CCCCC4)=CC=C3","-","-","76","-","A1997","18415049","-","-","0.22","Log unit","0.5066","ln unit","","Test","","","","Kitchen-100",""
"COC1=C(CCCCNC2=NC(=O)C(CC3=CC=C(C)N=C3)=CN2)N=CC=C1","-","-","77","-","A1997","18415049","-","-","-2.0","Log unit","-4.605","ln unit","","Test","","","","Kitchen-100",""
"CN(C)CC1=CC=C(CSCCNC2=NC(=O)C(CC3=CC=C(C)N=C3)=CN2)O1","-","-","78","-","A1997","18415049","-","-","-1.3","Log unit","-2.993","ln unit","","Test","","","","Kitchen-100",""
"ClC1=CC=CC(Cl)=C1NC2=NC=CN2","-","-","79","-","A1997","18415049","-","-","0.11","Log unit","0.2533","ln unit","","Test","","","","Kitchen-100",""
"CN(C)C1CCC(CSCCNC2=C(C(C)=CN2)N(=O)=O)O1","-","-","80","-","A1997","18415049","-","-","-1.12","Log unit","-2.579","ln unit","","Test","","","","Kitchen-100",""
"CN(C)C1CCC(CSCCNC2=C(C(CCC3=CC=CC=C3)=CN2)N(=O)=O)O1","-","-","81","-","A1997","18415049","-","-","-0.73","Log unit","-1.681","ln unit","","Test","","","","Kitchen-100",""
"CN(CCC=C1C2=C(CCC3=C1C=CC=C3)C=CC=C2)C","-","-","82","Amitriptyline","A1997","18415049","-","","0.83","Log unit","1.911","ln unit","","Test","","","","Kitchen-100",""
"CNC(NCCSCC1=CC=C(CN(C)C)O1)=CN(=O)=O","-","-","83","-","A1997","18415049","-","-","-1.23","Log unit","-2.832","ln unit","","Test","","","","Kitchen-100",""
"CCNC(NCCSCC1=NC=CC=C1Br)=NC#N","-","-","84","-","A1997","18415049","-","-","-2.15","Log unit","-4.951","ln unit","","Test","","","","Kitchen-100",""
"CC1=CC=C(CC2=CNC(NCCCCC3=C(C)C=C(Br)C=N3)=NC2=O)C=N1","-","-","85","temelastine","A1997","18415049","-","-","-1.88","Log unit","-4.329","ln unit","","Test","","","","Kitchen-100",""
"C(C(C)=O)C","-","-","86","Butanone","A1997","18415049","-","-","-0.08","Log unit","-0.1842","ln unit","","Test","","","","Kitchen-100",""
"C1=CC=CC=C1","-","-","87","Benzene","A1997","18415049","-","-","0.37","Log unit","0.852","ln unit","","Test","","","","Kitchen-100",""
"CCC(C)CC","-","-","88","3-Methylpentane","A1997","18415049","-","-","1.01","Log unit","2.326","ln unit","","Test","","","","Kitchen-100",""
"CCCC(C)CC","-","-","89","3-Methylhexane","A1997","18415049","-","-","0.9","Log unit","2.072","ln unit","","Test","","","","Kitchen-100",""
"CC(C)O","-","-","90","2-Propanol","A1997","18415049","-","-","-0.15","Log unit","-0.3454","ln unit","","Test","","","","Kitchen-100",""
"CC(C)CO","-","-","91","2-methylpropanol","A1997","18415049","-","-","-0.17","Log unit","-0.3914","ln unit","","Test","","","","Kitchen-100",""
"CCCC(C)C","-","-","92","2-methylpentane","A1997","18415049","-","-","0.97","Log unit","2.234","ln unit","","Test","","","","Kitchen-100",""
"CCC(C)(C)C","-","-","93","22-dimethylbutane","A1997","18415049","-","","1.04","Log unit","2.395","ln unit","","Test","","","","Kitchen-100",""
"FC(F)(F)CCl","-","-","94","F3C-CH2Cl","A1997","18415049","-","-","0.08","Log unit","0.1842","ln unit","","Test","","","","Kitchen-100",""
"CC(Cl)(Cl)Cl","-","-","95","1,1,1-Trichloroethane","A1997","18415049","-","-","0.4","Log unit","0.921","ln unit","","Test","","","","Kitchen-100",""
"CCOCC","-","-","96","Diethyl ether","A1997","18415049","-","-","0.0","Log unit","0.0","ln unit","","Test","","","","Kitchen-100",""
"FC(F)OC(F)(F)C(F)Cl","-","-","97","Enflurane","A1997","18415049","-","-","0.24","Log unit","0.5526","ln unit","","Test","","","","Kitchen-100",""
"CCO","-","-","98","Ethanol","A1997","18415049","-","-","-0.16","Log unit","-0.3684","ln unit","","Test","","","","Kitchen-100",""
"FC(F)(F)COC=C","-","-","99","Fluroxene","A1997","18415049","-","-","0.13","Log unit","0.2993","ln unit","","Test","","","","Kitchen-100",""
